,train_acc,val_acc,test_acc,block_1_train_wasserstein_cost,block_2_train_wasserstein_cost,block_3_train_wasserstein_cost,block_4_train_wasserstein_cost,block_5_train_wasserstein_cost,block_6_train_wasserstein_cost,block_7_train_wasserstein_cost,block_8_train_wasserstein_cost,block_9_train_wasserstein_cost,block_10_train_wasserstein_cost,block_11_train_wasserstein_cost,block_12_train_wasserstein_cost,block_1_val_wasserstein_cost,block_2_val_wasserstein_cost,block_3_val_wasserstein_cost,block_4_val_wasserstein_cost,block_5_val_wasserstein_cost,block_6_val_wasserstein_cost,block_7_val_wasserstein_cost,block_8_val_wasserstein_cost,block_9_val_wasserstein_cost,block_10_val_wasserstein_cost,block_11_val_wasserstein_cost,block_12_val_wasserstein_cost
0,98.18,91.6,91.38,0.5550644397735596,0.598771333694458,0.3735729455947876,0.4671034812927246,0.423945039510727,0.5267468690872192,0.578269362449646,0.6392154097557068,0.629225492477417,0.5393055081367493,0.505876898765564,0.5051659941673279,0.5752466320991516,0.5909082293510437,0.3747744858264923,0.4822452664375305,0.4345623552799225,0.5342028737068176,0.587604820728302,0.5948358774185181,0.5950841307640076,0.5477036833763123,0.4955245554447174,0.5179067254066467
