,train_acc,val_acc,test_acc,block_1_train_wasserstein_cost,block_2_train_wasserstein_cost,block_3_train_wasserstein_cost,block_4_train_wasserstein_cost,block_5_train_wasserstein_cost,block_6_train_wasserstein_cost,block_7_train_wasserstein_cost,block_8_train_wasserstein_cost,block_9_train_wasserstein_cost,block_10_train_wasserstein_cost,block_11_train_wasserstein_cost,block_12_train_wasserstein_cost,block_13_train_wasserstein_cost,block_1_val_wasserstein_cost,block_2_val_wasserstein_cost,block_3_val_wasserstein_cost,block_4_val_wasserstein_cost,block_5_val_wasserstein_cost,block_6_val_wasserstein_cost,block_7_val_wasserstein_cost,block_8_val_wasserstein_cost,block_9_val_wasserstein_cost,block_10_val_wasserstein_cost,block_11_val_wasserstein_cost,block_12_val_wasserstein_cost,block_13_val_wasserstein_cost
0,91.44666666666669,87.18,87.25,0.0025541356299072504,0,0,0,0,0,0,0.005899386014789343,5.4787165915115565e-09,1.5454711288498402e-08,2.9461046935352893e-09,0,0.01482272520661354,0.0024132339749485254,0,0,0,0,0,0,0.00602485379204154,1.5624641136469112e-08,0,0,0,0.01517566479742527
